id,category,subtype,buy_or_rent,geography,latitude,longitude,sq_meters,floor_number,rooms,bathrooms,ad_type,agent_id,first_seen,last_seen,is_active
1697973,house,4,sale,Άνω Εκάλη (Εκάλη),38.106937,23.848904,400,3,4,3,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
2268097,house,3,sale,Σωρός (Μαρούσι),38.041958,23.813618,190,3,4,2,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
2536325,house,4,sale,Dimosiografika (Ekali),38.117821,23.833138,350,3,4,3,vip,5654,2026-01-27 01:18:02,2026-01-27 01:18:02,1
2661959,house,3,sale,Ano Ekali (Ekali),38.110367,23.851824,400,3,5,4,vip,5654,2026-01-27 06:30:25,2026-01-27 06:30:25,1
4802183,house,4,sale,Διόνυσος (Αθήνα - Βόρεια Προάστια),38.102077,23.875437,1600,3,8,8,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
4965215,house,3,sale,Center (Chalandri),38.02467,23.803909,314,9,5,5,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
5367842,house,4,sale,Πολιτεία (Κηφισιά),38.087029,23.830666,2200,3,7,6,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
5761287,house,4,sale,Πολιτεία (Κηφισιά),38.0891,23.828697,600,3,7,5,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
6330123,house,4,sale,Panorama (Voula),37.853935,23.781366,600,3,6,5,vip,10796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
6930507,house,3,sale,Agia Marina (Koropi),37.811993,23.829237,324,3,5,2,vip,7414,2026-01-27 06:30:25,2026-01-27 06:30:25,1
7055359,house,3,sale,Politeia (Kifisia),38.087215,23.831213,340,3,4,4,vip,5654,2026-01-27 06:30:22,2026-01-27 06:30:22,1
8010361,house,1,sale,Sourmena (Elliniko),37.895584,23.752926,198,6,3,2,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
9110208,house,3,sale,Μορτερό (Νέα Ερυθραία),38.096184,23.81949,225,3,3,3,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
10022745,house,4,sale,Άγιοι Ανάργυροι (Καπανδρίτι),38.248798,23.891315,476,3,6,5,vip,13787,2026-01-28 01:26:23,2026-01-28 01:26:23,1
10389770,house,4,sale,Δημοσιογραφικά (Εκάλη),38.116142,23.833069,1100,0,10,6,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
10721411,house,4,sale,Lathouriza (Vari - Varkiza),37.824032,23.797867,325,3,4,4,vip,3288,2026-01-27 06:30:22,2026-01-27 06:30:22,1
10755422,house,1,sale,Metaxourgeio (Athens - Center),37.984909,23.72237,88,3,2,1,vip,10299,2026-01-27 06:30:18,2026-01-27 06:30:18,1
10843798,house,1,sale,Λυκαβηττός (Κολωνάκι - Λυκαβηττός),37.98621,23.74375,38,3,1,1,vip,7240,2026-01-28 01:26:19,2026-01-28 01:26:19,1
11226068,house,3,sale,Νέο Ψυχικό (Αθήνα - Βόρεια Προάστια),38.001724,23.786213,150,9,3,1,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
11291588,house,1,sale,Παλαιό Ψυχικό (Αθήνα - Βόρεια Προάστια),38.000961,23.767771,158,6,3,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
11319134,house,4,sale,Παλαιό Ψυχικό (Αθήνα - Βόρεια Προάστια),38.012486,23.781185,680,3,5,4,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
11364019,house,3,sale,Φιλοθέη (Αθήνα - Βόρεια Προάστια),38.021152,23.784271,187,3,3,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
11378358,house,4,sale,Παλαιό Ψυχικό (Αθήνα - Βόρεια Προάστια),38.017143,23.77327,600,3,4,5,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
11632421,house,4,sale,Φιλοθέη (Αθήνα - Βόρεια Προάστια),38.021664,23.773209,130,3,3,0,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
11879462,house,3,sale,Efkalyptoi - Ano Faros (Paleo Psichiko),38.005974,23.772144,230,3,3,2,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
12348613,house,4,sale,Center (Penteli),38.045998,23.868425,550,3,6,6,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
12587866,house,4,sale,Dikigorika (Voula),37.85257,23.769871,600,3,5,0,vip,10796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
12628711,house,3,sale,Φιλοθέη (Αθήνα - Βόρεια Προάστια),38.027519,23.775227,222,7,3,3,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
12748584,house,1,sale,Pedion Areos (Athens - Center),37.993778,23.732786,600,11,5,4,vip,4989,2026-01-27 06:30:18,2026-01-27 06:30:18,1
12825807,house,3,sale,Άνω Χολαργός (Χολαργός),37.996677,23.802706,165,10,4,3,vip,3155,2026-01-28 01:26:23,2026-01-28 01:26:23,1
12928884,house,1,sale,Center (Voula),37.840801,23.762644,192,8,3,1,vip,4594,2026-01-27 06:30:23,2026-01-27 06:30:23,1
13008020,house,4,sale,Miladeza (Vari - Varkiza),37.834282,23.805927,208,3,3,2,vip,15785,2026-01-27 06:30:18,2026-01-27 06:30:18,1
13082806,house,1,sale,Εξάρχεια (Αθήνα - Κέντρο),37.984665,23.737204,72,9,2,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
13086696,house,4,sale,Zoni Chondremporiou (Krioneri),38.125969,23.831629,430,3,6,4,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
13113947,house,3,sale,Αγία Παρασκευή (Αθήνα - Βόρεια Προάστια),38.003654,23.816278,121,10,3,1,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
13135967,house,4,sale,Πολιτεία (Κηφισιά),38.083351,23.822966,392,3,4,4,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
13161585,house,4,sale,Κέντρο (Διόνυσος),38.100269,23.87248,345,3,4,3,vip,3868,2026-01-28 01:26:23,2026-01-28 01:26:23,1
13217154,house,1,sale,Παπάγου (Αθήνα - Βόρεια Προάστια),37.980618,23.794287,148,6,3,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
13331743,house,1,sale,Ano Glyfada (Glyfada),37.872326,23.760654,137,7,4,2,vip,6779,2026-01-27 06:30:25,2026-01-27 06:30:25,1
13366475,house,3,sale,Εκτελωνιστών - Εφοριακών (Άλιμος),37.920422,23.740156,150,3,3,2,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
13366544,house,3,sale,Πλατεία Δημοκρατίας (Χολαργός),37.998833,23.794992,215,10,4,3,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
13366579,house,1,sale,Agia Sofia (Neo Psychiko),38.003448,23.777472,156,6,3,1,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
13470649,house,10,sale,Kalymniotika (Voula),37.841927,23.777472,650,3,6,5,vip,10796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
13493746,house,3,sale,Κέντρο (Αργυρούπολη),37.906601,23.755688,154,10,3,2,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
13541827,house,4,sale,Panorama (Voula),37.856678,23.778511,500,3,5,5,vip,3288,2026-01-27 06:30:22,2026-01-27 06:30:22,1
13564757,house,4,sale,Anoixi (Athens - North),38.121357,23.842041,300,3,4,3,vip,8796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
13590465,house,4,sale,Center (Vouliagmeni),37.813667,23.785368,200,3,3,2,vip,3155,2026-01-27 01:18:02,2026-01-27 01:18:02,1
13780264,house,4,sale,Κέντρο (Διόνυσος),38.09391,23.88302,540,3,5,5,vip,3868,2026-01-28 01:26:23,2026-01-28 01:26:23,1
13816381,house,6,sale,Exarcheia (Athens - Center),37.986607,23.73757,465,3,7,3,vip,10234,2026-01-27 06:30:25,2026-01-27 06:30:25,1
13832041,house,3,sale,Kalamaki (Alimos),37.910309,23.714283,190,10,4,4,vip,17650,2026-01-27 06:30:25,2026-01-27 06:30:25,1
13871588,house,10,sale,Dikastika (Marathonas),38.161354,24.056152,280,3,3,3,vip,10299,2026-01-27 06:30:18,2026-01-27 06:30:18,1
13895081,house,4,sale,Dioni (Pikermi),38.02916,23.936674,375,3,4,4,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
13935565,house,4,sale,Center (Dionisos),38.109108,23.871758,750,3,4,4,vip,3155,2026-01-27 06:30:18,2026-01-27 06:30:18,1
13952112,house,1,sale,Lykavittos (Kolonaki - Lykavittos),37.986008,23.745876,86,3,2,1,vip,7722,2026-01-27 06:30:25,2026-01-27 06:30:25,1
13967778,house,3,sale,Αγία Παρασκευή (Αθήνα - Βόρεια Προάστια),38.010227,23.832382,190,10,4,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
13976602,house,1,sale,Παλαιό Ψυχικό (Αθήνα - Βόρεια Προάστια),38.01733,23.768993,136,6,2,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
13984918,house,1,sale,Εκάλη (Αθήνα - Βόρεια Προάστια),38.111389,23.838675,144,8,2,2,vip,6895,2026-01-28 01:26:19,2026-01-28 01:26:19,1
13996345,house,4,sale,Παλαιό Ψυχικό (Αθήνα - Βόρεια Προάστια),38.00848,23.777065,530,3,4,3,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
14001303,house,4,sale,Κάτω Εκάλη (Εκάλη),38.115311,23.84304,740,3,7,7,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14009987,house,3,sale,Ano Vrilissia (Vrilissia),38.043224,23.840879,240,3,3,2,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
14070649,house,1,sale,Φλοίσβος (Παλαιό Φάληρο),37.928761,23.69054,90,9,2,1,vip,16476,2026-01-28 01:26:18,2026-01-28 01:26:18,1
14110544,house,1,sale,Glyfada (Athens - South),37.87344,23.763178,109,7,3,1,vip,4594,2026-01-27 06:30:23,2026-01-27 06:30:23,1
14122737,house,1,sale,Αγία Παρασκευή (Αθήνα - Βόρεια Προάστια),38.009182,23.828274,125,7,3,0,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
14174497,house,4,sale,Κάτω Χαλάνδρι (Χαλάνδρι),38.009022,23.791302,450,3,4,3,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14184351,house,3,sale,Center (Voula),37.844521,23.758118,350,3,4,5,vip,10796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
14185361,house,1,sale,Κολωνάκι (Κολωνάκι - Λυκαβηττός),37.978359,23.739227,102,8,3,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
14195297,house,3,sale,Kolonaki (Kolonaki - Lykavittos),37.97905,23.743376,160,11,3,2,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
14199330,house,4,sale,Κέντρο (Διόνυσος),38.109184,23.882549,302,3,3,3,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14243700,house,1,sale,Άγιος Γεώργιος (Αθήνα - Κέντρο),37.995628,23.734091,110,6,2,1,vip,13827,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14245591,house,4,sale,Αιξωνή (Γλυφάδα),37.86438,23.769686,310,3,4,3,vip,5349,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14267310,house,1,sale,Πολιτεία (Κηφισιά),38.083199,23.832069,142,7,3,2,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14286662,house,4,sale,Ano Ekali (Ekali),38.106777,23.836792,840,3,6,5,vip,5654,2026-01-27 06:30:22,2026-01-27 06:30:22,1
14301117,house,1,sale,Center (Kifisia),38.077209,23.815657,212,3,4,3,vip,5654,2026-01-27 06:30:22,2026-01-27 06:30:22,1
14346630,house,3,sale,Καλυμνιώτικα (Βούλα),37.839111,23.78203,260,3,4,3,vip,17258,2026-01-28 01:26:19,2026-01-28 01:26:19,1
14409661,house,4,sale,Profitis Ilias (Kifisia),38.068836,23.807011,390,3,3,3,vip,6703,2026-01-27 06:30:18,2026-01-27 06:30:18,1
14410918,house,4,sale,Glyfada - center (Glyfada),37.855202,23.76483,350,3,5,4,vip,1303,2026-01-27 06:30:18,2026-01-27 06:30:18,1
14538804,house,3,sale,Κάτω Γλυφάδα (Γλυφάδα),37.861099,23.756489,159,6,3,3,vip,5349,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14570195,house,4,sale,Nea Erithraia (Athens - North),38.089863,23.82703,365,0,0,0,vip,7414,2026-01-27 06:30:25,2026-01-27 06:30:25,1
14574830,house,1,sale,Κάτω Γλυφάδα (Γλυφάδα),37.864727,23.756569,156,7,3,3,vip,5349,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14627269,house,3,sale,Δικηγορικά (Βούλα),37.849064,23.772781,164,3,3,3,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14700359,house,3,sale,Κάτω Γλυφάδα (Γλυφάδα),37.859924,23.758139,174,3,3,2,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14740319,house,1,sale,Neo Terma (Marousi),38.053329,23.794809,113,9,3,2,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
14777232,house,3,sale,Center (Gerakas),38.008415,23.857727,89,6,2,1,vip,20325,2026-01-27 06:30:25,2026-01-27 06:30:25,1
14777270,house,1,sale,Center (Pallini),38.005074,23.88344,60,7,1,1,vip,20325,2026-01-27 06:30:25,2026-01-27 06:30:25,1
14777271,house,1,sale,Center (Pallini),38.005039,23.883076,79,8,2,1,vip,20325,2026-01-27 06:30:25,2026-01-27 06:30:25,1
14781626,house,1,sale,Varkiza (Vari - Varkiza),37.820473,23.803307,51,3,2,0,vip,14140,2026-01-27 06:30:23,2026-01-27 06:30:23,1
14788316,house,3,sale,Center (Pallini),38.001778,23.876616,144,8,3,2,vip,20325,2026-01-27 06:30:25,2026-01-27 06:30:25,1
14798865,house,1,sale,Dikigorika (Voula),37.850632,23.773951,170,8,4,2,vip,9199,2026-01-27 06:30:23,2026-01-27 06:30:23,1
14809790,house,6,sale,Κέντρο (Μαραθώνας),38.145458,23.987591,650,7,4,4,vip,13827,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14836675,house,3,sale,Κυθηρίων - Πανί (Άλιμος),37.911938,23.728334,160,8,3,3,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14836676,house,3,sale,Κυθηρίων - Πανί (Άλιμος),37.911945,23.728302,143,8,3,3,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14836678,house,1,sale,Κυθηρίων - Πανί (Άλιμος),37.912251,23.727734,120,7,3,1,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14836680,house,1,sale,Κυθηρίων - Πανί (Άλιμος),37.911919,23.728334,90,7,2,1,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14836681,house,3,sale,Κυθηρίων - Πανί (Άλιμος),37.911945,23.728325,225,3,3,3,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14836683,house,3,sale,Κυθηρίων - Πανί (Άλιμος),37.91193,23.728334,210,3,3,3,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14847512,house,3,sale,Εκτελωνιστών - Εφοριακών (Άλιμος),37.919777,23.739233,157,10,4,2,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14847544,house,1,sale,Εκτελωνιστών - Εφοριακών (Άλιμος),37.919777,23.739233,106,9,3,2,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14868891,house,3,sale,Γκολφ (Γλυφάδα),37.87434,23.752895,170,3,3,1,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
14874383,house,1,sale,Άνω Δάφνη (Δάφνη),37.954144,23.736488,50,6,1,1,vip,16201,2026-01-28 01:26:18,2026-01-28 01:26:18,1
14875061,house,1,sale,Πλατεία Μαβίλη (Αθήνα - Κέντρο),37.982845,23.756828,270,10,3,3,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
14884075,house,1,sale,Κέντρο (Παλαιό Φάληρο),37.931591,23.693209,200,13,3,2,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
14915388,house,1,sale,Καλαμάκι (Άλιμος),37.919239,23.70587,187,3,6,4,vip,21205,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14916426,house,1,sale,Καλαμάκι (Άλιμος),37.919239,23.70587,100,3,3,2,vip,21205,2026-01-28 01:26:23,2026-01-28 01:26:23,1
14921389,house,3,sale,Ano Filothei (Filothei),38.027306,23.773417,214,7,3,2,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
14951278,house,1,sale,Kato Halandri (Chalandri),38.010612,23.78994,146,6,3,2,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
15013301,house,1,sale,Edem (Palaio Faliro),37.921974,23.699419,155,10,3,0,vip,10796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
15018407,house,1,sale,Κάτω Γλυφάδα (Γλυφάδα),37.876301,23.754919,137,7,3,2,vip,21205,2026-01-28 01:26:23,2026-01-28 01:26:23,1
15018989,house,3,sale,Κάτω Γλυφάδα (Γλυφάδα),37.876301,23.754919,174,3,3,1,vip,21205,2026-01-28 01:26:23,2026-01-28 01:26:23,1
15053147,house,1,sale,Άνω Γλυφάδα (Γλυφάδα),37.869789,23.762257,130,6,3,2,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15065995,house,4,sale,Όριο Βριλησσίων (Μαρούσι),38.039352,23.82234,300,3,4,3,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15089076,house,3,sale,Κέντρο (Άλιμος),37.908424,23.716457,236,11,3,3,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
15114683,house,1,sale,Panagitsa (Palaio Faliro),37.922401,23.70406,78,10,2,2,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15114823,house,3,sale,Panagitsa (Palaio Faliro),37.922401,23.70406,112,13,3,3,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15114842,house,3,sale,Sourmena (Elliniko),37.89069,23.749941,160,3,3,2,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15114877,house,3,sale,Sourmena (Elliniko),37.89069,23.749941,138,8,3,3,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15114894,house,1,sale,Sourmena (Elliniko),37.89069,23.749941,92,8,2,2,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15114944,house,3,sale,Sourmena (Elliniko),37.89069,23.749941,124,11,3,2,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15114956,house,3,sale,Sourmena (Elliniko),37.89069,23.749941,150,11,3,3,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15166176,house,3,sale,Γαργηττός (Γέρακας),38.024338,23.847134,250,3,4,2,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15219992,house,3,sale,Καστρί - Πολιτεία (Νέα Ερυθραία),38.09396,23.827917,240,3,4,3,vip,3868,2026-01-28 01:26:23,2026-01-28 01:26:23,1
15233745,house,1,sale,Κάτω Κηφισιά (Κηφισιά),38.076145,23.805763,140,8,3,2,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15282734,house,4,sale,Άνω Χολαργός (Χολαργός),37.996128,23.811665,240,3,6,4,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
15290598,house,1,sale,Δροσοπούλου (Φιλοθέη),38.017101,23.782837,145,6,3,2,vip,3155,2026-01-28 01:26:19,2026-01-28 01:26:19,1
15299328,house,1,sale,Koukaki - Pediki Chara (Koukaki - Makrygianni),37.963631,23.717369,70,6,1,1,vip,10299,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15313920,house,4,sale,Κέντρο (Βριλήσσια),38.03447,23.825312,200,3,3,2,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
15365862,house,1,sale,Μετς (Αθήνα - Κέντρο),37.967968,23.735085,140,8,3,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
15374798,house,3,sale,Center (Chalandri),38.018665,23.799068,105,10,3,2,vip,20325,2026-01-27 06:30:25,2026-01-27 06:30:25,1
15378548,house,1,sale,Chalandri (Athens - North),38.026272,23.797283,88,8,2,1,vip,8796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
15397383,house,6,sale,Άγιος Ελευθέριος (Αθήνα - Κέντρο),38.017319,23.727293,620,3,12,0,vip,10290,2026-01-28 01:26:18,2026-01-28 01:26:18,1
15406478,house,4,sale,Κέντρο (Πεντέλη),38.045151,23.874319,570,3,8,6,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15406993,house,4,sale,Lagonisi (Kalivia Thorikou),37.802315,23.885712,225,6,5,2,vip,4594,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15412229,house,3,sale,Καστρίτσα (Νέα Ερυθραία),38.10004,23.82514,335,3,5,4,vip,16476,2026-01-28 01:26:18,2026-01-28 01:26:18,1
15426121,house,4,sale,Lagonisi (Kalivia Thorikou),37.803059,23.896784,340,3,5,3,vip,4594,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15437915,house,1,sale,Kastri - Politeia (Nea Erithraia),38.091488,23.833994,340,0,5,4,vip,13244,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15449307,house,1,sale,Tzitzifies (Kallithea),37.943596,23.688175,98,7,3,2,vip,4650,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15459304,house,1,sale,Pagkrati Center (Athens - Center),37.970879,23.750458,150,10,4,2,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
15464743,house,1,sale,Αγία Παρασκευή (Αθήνα - Βόρεια Προάστια),38.006386,23.829031,135,9,3,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
15470081,house,1,sale,Φιλοθέη (Αθήνα - Βόρεια Προάστια),38.016659,23.783684,147,6,3,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
15470257,house,1,sale,Σούτσου (Αθήνα - Κέντρο),37.985825,23.75633,135,9,2,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
15473537,house,3,sale,Προφήτης Ηλίας (Κηφισιά),38.069473,23.806826,223,3,4,2,vip,113,2026-01-28 01:26:25,2026-01-28 01:26:25,1
15485312,house,3,sale,Σταυρός (Αγία Παρασκευή),38.010502,23.82762,191,10,4,3,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
15486173,house,4,sale,Θησείο (Αθήνα - Κέντρο),37.972672,23.720051,375,3,4,3,vip,21205,2026-01-28 01:26:23,2026-01-28 01:26:23,1
15490542,house,1,sale,Κέντρο (Κηφισιά),38.070732,23.818247,156,3,3,2,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
15492259,house,1,sale,Lofos Sikelias (Kallithea),37.958485,23.714537,150,11,0,2,vip,3155,2026-01-27 01:18:02,2026-01-27 01:18:02,1
15509348,house,1,sale,Άνω Γλυφάδα (Γλυφάδα),37.882149,23.757383,111,9,3,1,vip,5349,2026-01-28 01:26:23,2026-01-28 01:26:23,1
15510054,house,4,sale,Ntrafi (Pikermi),38.016125,23.907848,390,3,5,3,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15526834,house,3,sale,Ολυμπιακές Εγκαταστάσεις - Αεροδρόμιο (Ελληνικό),37.88525,23.742796,143,8,2,2,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15550119,house,1,sale,Εξάρχεια (Αθήνα - Κέντρο),37.986198,23.737904,160,6,3,2,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
15555751,house,1,sale,Νέο Τέρμα (Μαρούσι),38.05196,23.797485,130,10,3,1,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
15557138,house,1,sale,Profitis Ilias (Athens - Center),37.963448,23.745647,86,9,2,1,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
15574492,house,1,sale,Golf (Glyfada),37.886494,23.748901,175,9,3,1,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
15575061,house,3,sale,Ano Glyfada (Glyfada),37.874321,23.75795,104,8,2,2,vip,17121,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15575213,house,3,sale,Ano Glyfada (Glyfada),37.874321,23.75795,104,8,2,2,vip,17121,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15575250,house,3,sale,Ano Glyfada (Glyfada),37.874321,23.75795,175,8,3,3,vip,17121,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15575275,house,1,sale,Ano Glyfada (Glyfada),37.874321,23.75795,121,7,3,2,vip,17121,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15610882,house,3,sale,Παλαιό Φάληρο (Αθήνα - Νότια Προάστια),37.92992,23.697298,144,11,3,2,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15610883,house,1,sale,Παλαιό Φάληρο (Αθήνα - Νότια Προάστια),37.92992,23.697298,80,8,2,1,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15610885,house,1,sale,Παλαιό Φάληρο (Αθήνα - Νότια Προάστια),37.92992,23.697298,80,7,2,1,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15610886,house,1,sale,Παλαιό Φάληρο (Αθήνα - Νότια Προάστια),37.92992,23.697298,80,6,2,1,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15638581,house,1,sale,Ano Glyfada (Glyfada),37.883759,23.764721,175,8,3,2,vip,4650,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15645820,house,3,sale,Κυθηρίων - Πανί (Άλιμος),37.9105,23.727112,227,10,4,4,vip,3155,2026-01-28 01:26:19,2026-01-28 01:26:19,1
15648639,house,1,sale,Lykavittos (Kolonaki - Lykavittos),37.986401,23.746189,142,6,2,1,vip,10234,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15654414,house,3,sale,Agios Stefanos (Athens - North),38.142139,23.856714,157,3,4,3,vip,4650,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15738823,house,3,sale,Glyfada - center (Glyfada),37.860909,23.76202,227,8,4,3,vip,9393,2026-01-27 06:30:18,2026-01-27 06:30:18,1
15744278,house,4,sale,Lathouriza (Vari - Varkiza),37.827023,23.799175,260,3,4,4,vip,14140,2026-01-27 06:30:23,2026-01-27 06:30:23,1
15747639,house,1,sale,Ano Kipseli (Athens - Center),38.003796,23.737177,50,4,1,1,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
15753342,house,4,sale,Center (Chalandri),38.025063,23.804789,600,3,10,10,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
15769145,house,10,sale,Kalymniotika (Voula),37.843563,23.780466,400,3,7,6,vip,10796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
15778216,house,3,sale,Κάτω Γλυφάδα (Γλυφάδα),37.857128,23.75606,252,8,3,3,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
15793744,house,4,sale,Panorama (Voula),37.854351,23.776779,775,3,4,5,vip,3155,2026-01-27 01:18:02,2026-01-27 01:18:02,1
15793793,house,3,sale,Polidroso (Chalandri),38.027031,23.807983,294,3,5,5,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
