id,category,subtype,buy_or_rent,geography,latitude,longitude,sq_meters,floor_number,rooms,bathrooms,ad_type,agent_id,first_seen,last_seen,is_active
16643243,house,10,sale,Λαγονήσι (Καλύβια Θορικού),37.791241,23.90744,384,3,6,4,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16643311,house,1,sale,Καστρί - Πολιτεία (Νέα Ερυθραία),38.090706,23.823074,265,3,3,2,vip,5654,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16643557,house,1,sale,Καλλίπολη – Φρεαττύδα (Πειραιάς),37.928375,23.642603,93,8,3,1,vip,7414,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16650027,house,3,sale,Σταυρός Γέρακα (Γέρακας),38.017162,23.849323,95,6,2,1,vip,5275,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16650179,house,3,sale,Άνω Γλυφάδα (Γλυφάδα),37.871346,23.762363,148,3,2,0,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16652267,house,4,sale,Πανόραμα (Βούλα),37.853718,23.781181,550,3,6,6,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16653953,house,4,sale,Ano Pefki (Pefki),38.066349,23.797796,306,3,5,5,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16663062,house,4,sale,Βάρη (Βάρη - Βάρκιζα),37.832932,23.812191,267,3,4,4,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16664788,house,3,sale,Καλυμνιώτικα (Βούλα),37.835979,23.774908,223,8,4,4,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16664825,house,1,sale,Καλυμνιώτικα (Βούλα),37.836514,23.775583,114,3,2,2,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16671770,house,3,sale,Κέντρο (Βουλιαγμένη),37.82436,23.78499,167,7,3,3,vip,6268,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16673391,house,4,sale,Κέντρο (Πεντέλη),38.050228,23.866772,400,3,4,5,vip,13787,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16673980,house,3,sale,Γκολφ (Γλυφάδα),37.867123,23.744783,230,6,3,3,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16687083,house,3,sale,Γκολφ (Γλυφάδα),37.881294,23.749601,345,3,3,2,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16696800,house,1,sale,Ano Elliniko (Elliniko),37.890137,23.746468,106,8,3,1,vip,4594,2026-01-27 06:30:23,2026-01-27 06:30:23,1
16699323,house,1,sale,Νέα Ελβετία (Βύρωνας),37.959,23.765221,89,7,2,1,vip,18182,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16700787,house,4,sale,Κάτω Εκάλη (Εκάλη),38.112453,23.841118,1150,3,8,8,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16700790,house,4,sale,Άνω Εκάλη (Εκάλη),38.099228,23.829901,1200,3,5,5,vip,3155,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16704954,house,1,sale,Νέα Ελβετία (Βύρωνας),37.959,23.765221,92,9,2,1,vip,18182,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16707406,house,1,sale,Παπάγου (Αθήνα - Βόρεια Προάστια),37.980968,23.794685,127,6,3,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16711292,house,3,sale,Golf (Glyfada),37.886353,23.749748,194,8,4,4,vip,2900,2026-01-27 06:30:22,2026-01-27 06:30:22,1
16717085,house,1,sale,Κεφαλάρι (Κηφισιά),38.078491,23.827984,155,6,3,2,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16729908,house,1,sale,Stathmos Larisis (Kolonos - Kolokynthous),37.988529,23.71747,34,6,1,1,vip,14420,2026-01-27 01:18:02,2026-01-27 01:18:02,1
16730471,house,3,sale,Κάτω Γλυφάδα (Γλυφάδα),37.864857,23.74782,222,11,4,4,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16737374,house,4,sale,Αγία Μαρίνα (Κορωπί),37.810921,23.868013,504,6,5,5,vip,16201,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16738051,house,1,sale,Floisvos (Palaio Faliro),37.922752,23.694223,250,6,3,3,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16740967,house,1,sale,Νεάπολη Εξαρχείων (Αθήνα - Κέντρο),37.986122,23.742266,105,6,2,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16744313,house,1,sale,Αμαλίειο Ορφανοτροφείο (Μαρούσι),38.059597,23.79966,40,3,1,1,vip,15203,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16752518,house,1,sale,Νέο Ψυχικό (Αθήνα - Βόρεια Προάστια),38.006897,23.783659,128,7,3,1,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16758483,house,1,sale,Λεωφόρος Λιοσίων (Αθήνα - Κέντρο),38.000034,23.721951,84,8,2,1,vip,16201,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16762482,house,1,sale,Παλαιό Φάληρο (Αθήνα - Νότια Προάστια),37.924503,23.706928,128,10,3,2,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16764408,house,1,sale,Φιλοθέη (Αθήνα - Βόρεια Προάστια),38.02438,23.786226,200,7,3,2,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16770118,house,1,sale,Βάρκιζα (Βάρη - Βάρκιζα),37.816936,23.795141,70,8,1,1,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16770339,house,3,sale,Καλυμνιώτικα (Βούλα),37.841732,23.775518,185,8,3,2,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16775791,house,3,sale,Άνω Γλυφάδα (Γλυφάδα),37.882473,23.766409,129,7,3,2,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16779713,house,4,sale,Βάρη - Βάρκιζα (Αθήνα - Νότια Προάστια),37.8358,23.823277,275,3,4,1,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16780268,house,4,sale,Λαύριο (Υπόλοιπο Αττικής),37.681664,24.064543,105,3,3,1,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16782409,house,3,sale,Golf (Glyfada),37.871094,23.739792,230,6,3,3,vip,10796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
16788448,house,1,sale,Βάρη (Βάρη - Βάρκιζα),37.823326,23.801317,49,3,2,1,vip,4117,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16788716,house,1,sale,Ακαδημία (Αθήνα - Κέντρο),37.978024,23.735577,160,9,5,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16791831,house,3,sale,Γκολφ (Γλυφάδα),37.880486,23.747023,156,9,3,3,vip,4117,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16791899,house,1,sale,Γκολφ (Γλυφάδα),37.875683,23.752922,100,6,2,2,vip,4117,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16796776,house,4,sale,Αίγλη (Γλυφάδα),37.879845,23.771648,420,3,4,3,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16796903,house,3,sale,Center (Athens - Center),37.954033,23.719074,117,10,2,1,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
16797052,house,1,sale,Κυθηρίων - Πανί (Άλιμος),37.909897,23.726112,92,6,2,2,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16797545,house,3,sale,Voula (Athens - South),37.840317,23.762527,230,9,4,4,vip,3288,2026-01-27 06:30:22,2026-01-27 06:30:22,1
16800788,house,3,sale,Palaio Faliro (Athens - South),37.93856,23.702871,88,8,2,1,vip,4474,2026-01-27 06:30:20,2026-01-27 06:30:20,1
16802019,house,1,sale,Κάτω Γλυφάδα (Γλυφάδα),37.854454,23.762527,193,7,3,2,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16802302,house,3,sale,Airport Olympic Venues (Elliniko),37.895538,23.722715,310,3,4,4,vip,4474,2026-01-27 06:30:20,2026-01-27 06:30:20,1
16803206,house,1,sale,Ελληνικό (Αθήνα - Νότια Προάστια),37.897854,23.750221,50,6,1,1,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16803687,house,4,sale,Άγιος Δημήτριος (Αθήνα - Νότια Προάστια),37.929527,23.740646,150,3,3,2,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16803910,house,1,sale,Κέντρο (Άλιμος),37.902885,23.721149,114,10,3,2,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16804505,house,3,sale,Κέντρο (Βούλα),37.848682,23.764757,172,3,3,3,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16806160,house,4,sale,Νέος Βουτζάς (Νέα Μάκρη),38.040821,23.979773,310,3,5,2,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16806487,house,4,sale,Νέος Βουτζάς (Νέα Μάκρη),38.040787,23.979435,600,3,6,4,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16810997,house,1,sale,Κολωνάκι (Κολωνάκι - Λυκαβηττός),37.977482,23.737507,175,8,3,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16815014,house,3,sale,Αιξωνή (Γλυφάδα),37.859203,23.767334,170,8,5,2,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16815015,house,1,sale,Αιξωνή (Γλυφάδα),37.859203,23.767334,97,7,2,1,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16815784,house,3,sale,Πανόραμα (Βούλα),37.851849,23.780315,170,7,2,1,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16821356,house,3,sale,Νέα Φιλοθέη (Μαρούσι),38.030819,23.782354,157,9,3,1,vip,5275,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16821495,house,3,sale,Νέα Φιλοθέη (Μαρούσι),38.030819,23.782354,167,9,3,1,vip,5275,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16821760,house,1,sale,Πράσινος Λόφος (Ηράκλειο),38.054108,23.767117,80,6,2,1,vip,5275,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16821786,house,3,sale,Πράσινος Λόφος (Ηράκλειο),38.054108,23.767117,105,9,3,2,vip,5275,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16823652,house,10,sale,Βάρη (Βάρη - Βάρκιζα),37.824249,23.802361,440,3,5,4,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16827749,house,4,sale,Λαγονήσι (Καλύβια Θορικού),37.788189,23.907331,360,3,5,3,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16827989,house,4,sale,Όριο Βριλησσίων (Μελίσσια),38.054054,23.845287,278,3,4,4,vip,5275,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16833862,house,1,sale,Άνω Πεύκη (Πεύκη),38.062065,23.796259,113,10,2,1,vip,7437,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16834242,house,10,sale,Λαθουρίζα (Βάρη - Βάρκιζα),37.827541,23.798708,385,3,4,3,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16835098,house,3,sale,Αιξωνή (Γλυφάδα),37.8619,23.766825,168,3,4,2,vip,7437,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16841156,house,4,sale,Κέντρο (Χαλάνδρι),38.021671,23.806728,260,3,6,3,vip,3155,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16843461,house,3,sale,Καβούρι (Βουλιαγμένη),37.815006,23.774715,175,3,3,2,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16845632,house,3,sale,Αιξωνή (Γλυφάδα),37.86517,23.764303,153,9,3,2,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16846792,house,3,sale,Center (Nea Erithraia),38.092548,23.817989,120,9,2,2,vip,21311,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16851035,house,1,sale,Gkrava (Athens - Center),38.009041,23.73786,89,7,2,1,vip,14721,2026-01-27 06:30:18,2026-01-27 06:30:18,1
16855583,house,3,sale,Nea Erithraia (Athens - North),38.092564,23.826782,278,3,4,2,vip,8796,2026-01-27 06:30:22,2026-01-27 06:30:22,1
16860067,house,1,sale,Αιξωνή (Γλυφάδα),37.86517,23.764303,125,7,3,2,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16862682,house,4,sale,Φασιδέρη (Άνοιξη),38.123314,23.841619,235,3,5,4,vip,113,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16863857,house,1,sale,Κολωνάκι (Κολωνάκι - Λυκαβηττός),37.977848,23.742144,230,9,3,3,vip,13391,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16864015,house,1,sale,Κολωνάκι (Κολωνάκι - Λυκαβηττός),37.981098,23.737055,144,8,2,1,vip,13391,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16864033,house,1,sale,Κολωνάκι (Κολωνάκι - Λυκαβηττός),37.977089,23.745647,98,10,3,2,vip,13391,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16864224,house,1,sale,Ρηγίλλης (Κολωνάκι - Λυκαβηττός),37.974789,23.740461,307,7,3,3,vip,13391,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16870458,house,1,sale,Άνω Άγιος Ιωάννης (Δάφνη),37.954659,23.737123,97,9,2,1,vip,16201,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16879651,house,1,sale,Kastella (Kastella - Passalimani),37.943977,23.656706,77,9,2,1,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
16883718,house,4,sale,Anavyssos (Rest of Attica),37.727924,23.909998,550,3,5,3,vip,15785,2026-01-27 06:30:18,2026-01-27 06:30:18,1
16885124,house,1,sale,Ευγένεια (Κερατσίνι),37.95435,23.621162,78,3,2,1,vip,695,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16885395,house,3,sale,Glyfada - center (Glyfada),37.872967,23.755011,300,3,10,4,vip,5011,2026-01-27 01:18:02,2026-01-27 01:18:02,1
16903905,house,3,sale,Κάτω Γλυφάδα (Γλυφάδα),37.857178,23.755659,260,8,4,5,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16910901,house,3,sale,Άνω Γλυφάδα (Γλυφάδα),37.882214,23.757536,173,10,3,3,vip,16175,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16915524,house,3,sale,Elliniko (Athens - South),37.890713,23.750107,160,3,2,1,vip,16259,2026-01-27 06:30:18,2026-01-27 06:30:18,1
16922497,house,4,sale,Φιλοθέη (Αθήνα - Βόρεια Προάστια),38.022659,23.774578,300,3,4,0,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16929440,house,4,sale,Άγιος Νικόλαος (Ανάβυσσος),37.726181,23.90963,200,3,4,2,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
16930235,house,3,sale,Κολωνάκι (Κολωνάκι - Λυκαβηττός),37.979282,23.737576,102,10,2,2,vip,13391,2026-01-28 01:26:23,2026-01-28 01:26:23,1
16940500,house,3,sale,Kantza (Pallini),37.988056,23.852074,123,3,2,2,vip,20325,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16943502,house,3,sale,Κέντρο (Βούλα),37.845665,23.763649,117,3,3,2,vip,4117,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16944360,house,4,sale,Κάτω Γλυφάδα (Γλυφάδα),37.854969,23.7651,390,3,5,5,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16950138,house,1,sale,Ampelokipoi (Athens - Center),37.989368,23.76012,44,2,2,1,vip,21311,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16952720,house,1,sale,Τούφα (Χαλάνδρι),38.02853,23.82272,135,7,3,1,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16952751,house,4,sale,Lykavittos (Kolonaki - Lykavittos),37.985508,23.742889,210,3,3,2,vip,10234,2026-01-27 06:30:23,2026-01-27 06:30:23,1
16955131,house,4,sale,Saronida (Rest of Attica),37.745872,23.916588,340,3,5,2,vip,4594,2026-01-27 06:30:23,2026-01-27 06:30:23,1
16956597,house,2,sale,Πλάκα (Αθήνα - Κέντρο),37.974148,23.732126,28,10,1,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
16956660,house,1,sale,Κέντρο (Χαλάνδρι),38.021877,23.812201,115,8,3,2,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16956722,house,1,sale,Κέντρο (Χαλάνδρι),38.021877,23.812201,115,9,3,2,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16957084,house,3,sale,Κέντρο (Χαλάνδρι),38.021877,23.812201,142,7,3,2,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16958545,house,1,sale,Faneromeni (Cholargos),37.999596,23.79668,94,6,3,1,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
16958546,house,1,sale,Dimokratias Sqr (Cholargos),37.99881,23.79496,94,7,3,1,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16958547,house,1,sale,Faneromeni (Cholargos),37.999859,23.796379,94,9,3,1,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16958554,house,3,sale,Ano Chalandri (Chalandri),38.02552,23.815165,142,7,3,2,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
16958574,house,3,sale,Ano Chalandri (Chalandri),38.026787,23.817354,131,10,3,2,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16966741,house,3,sale,Kastritsa (Nea Erithraia),38.106262,23.822432,350,3,5,4,vip,5654,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16983160,house,4,sale,Κέντρο (Πεντέλη),38.048649,23.85709,200,3,4,2,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
16983167,house,4,sale,Nea Penteli Center (Nea Penteli),38.062927,23.85792,350,3,4,3,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
16989311,house,1,sale,Άγιοι Ανάργυροι (Μαρούσι),38.047363,23.807264,162,7,3,1,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
16995087,house,4,sale,Πλάκα (Αθήνα - Κέντρο),37.974636,23.728394,225,3,3,2,vip,13391,2026-01-28 01:26:23,2026-01-28 01:26:23,1
17008944,house,1,sale,Κολωνάκι (Κολωνάκι - Λυκαβηττός),37.978485,23.736841,69,10,2,1,vip,10234,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17010829,house,1,sale,Faneromeni (Cholargos),38.004032,23.803854,132,6,3,1,vip,7620,2026-01-27 06:30:22,2026-01-27 06:30:22,1
17011714,house,3,sale,Άνω Πεύκη (Πεύκη),38.06604,23.793184,135,8,3,3,vip,22165,2026-01-28 01:26:23,2026-01-28 01:26:23,1
17011798,house,1,sale,Κάτω Πεύκη (Πεύκη),38.055,23.789371,113,6,3,2,vip,22165,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17012076,house,1,sale,Άνω Πεύκη (Πεύκη),38.065933,23.79701,104,9,3,2,vip,22165,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17012917,house,1,sale,Neapoli Exarcheion (Athens - Center),37.988411,23.74634,50,7,1,1,vip,11237,2026-01-27 06:30:18,2026-01-27 06:30:18,1
17013320,house,3,sale,Glyfada (Athens - South),37.862831,23.765947,162,9,3,2,vip,3288,2026-01-27 06:30:22,2026-01-27 06:30:22,1
17018515,house,4,sale,Καλλιμάρμαρο (Αθήνα - Κέντρο),37.966827,23.739588,420,3,7,5,vip,3155,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17018548,house,1,sale,Άνω Παπάγου (Παπάγου),37.990582,23.794523,154,3,2,2,vip,3155,2026-01-28 01:26:19,2026-01-28 01:26:19,1
17022427,house,1,sale,Βάρκιζα (Βάρη - Βάρκιζα),37.815628,23.797625,118,9,3,3,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17030530,house,1,sale,Δροσιά (Αθήνα - Βόρεια Προάστια),38.108139,23.860716,139,6,3,1,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17037403,house,3,sale,Άγιος Γεώργιος (Νέο Ψυχικό),38.006645,23.784456,114,3,3,2,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17038983,house,4,sale,Όριο Κηφισιάς (Μελίσσια),38.057114,23.839603,192,3,4,3,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17050716,house,4,sale,Λάκκα (Ανάβυσσος),37.739788,23.930584,250,3,5,2,vip,17737,2026-01-28 01:26:23,2026-01-28 01:26:23,1
17054761,house,3,sale,Βάρκιζα (Βάρη - Βάρκιζα),37.818306,23.801987,31,3,1,1,vip,5349,2026-01-28 01:26:23,2026-01-28 01:26:23,1
17057058,house,3,sale,Glyfada - center (Glyfada),37.866077,23.747688,161,8,4,3,vip,9199,2026-01-27 06:30:23,2026-01-27 06:30:23,1
17057351,house,3,sale,Agios Georgios (Neo Psychiko),38.002697,23.785782,120,6,3,2,vip,5654,2026-01-27 01:18:02,2026-01-27 01:18:02,1
17057463,house,3,sale,Μηλαδέζα (Βάρη - Βάρκιζα),37.834209,23.807352,133,8,3,2,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17057543,house,1,sale,Κάτω Γλυφάδα (Γλυφάδα),37.86393,23.752733,146,8,3,2,vip,5349,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17064737,house,4,sale,Χέρωμα (Βάρη - Βάρκιζα),37.840046,23.803972,56,3,2,1,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17065382,house,1,sale,Σταυρός (Αγία Παρασκευή),38.010857,23.83132,236,8,4,3,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17066666,house,1,sale,Golf (Glyfada),37.876404,23.734524,77,7,2,1,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
17070675,house,4,sale,Κέντρο (Διόνυσος),38.093784,23.892109,1700,1,9,8,vip,7437,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17071035,house,3,sale,Kantza (Pallini),37.98122,23.860331,140,4,3,2,vip,21311,2026-01-27 06:30:25,2026-01-27 06:30:25,1
17078443,house,1,sale,Τερψιθέα (Γλυφάδα),37.894325,23.769058,114,8,4,1,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17078465,house,4,sale,Πηγαδάκια (Βούλα),37.831604,23.779772,360,3,4,3,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17078602,house,4,sale,Αγία Μαρίνα (Κορωπί),37.819214,23.851397,117,3,2,2,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17081119,house,3,sale,Κάτω Γλυφάδα (Γλυφάδα),37.872124,23.752371,160,8,3,3,vip,3155,2026-01-28 01:26:25,2026-01-28 01:26:25,1
17085064,house,1,sale,Αγία Παρασκευή (Αθήνα - Βόρεια Προάστια),38.01461,23.832125,135,9,3,1,vip,17102,2026-01-28 01:26:19,2026-01-28 01:26:19,1
17086996,house,4,sale,Σαρωνίδα (Υπόλοιπο Αττικής),37.751545,23.903095,237,3,4,1,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
17087213,house,4,sale,Άγιος Νικόλαος (Ανάβυσσος),37.721878,23.91786,180,3,4,3,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
17088090,house,1,sale,Floisvos (Palaio Faliro),37.926971,23.692659,96,7,3,2,vip,23110,2026-01-27 06:30:23,2026-01-27 06:30:23,1
17093247,house,4,sale,Kalivia Thorikou (Rest of Attica),37.801414,23.89345,240,6,3,2,vip,4594,2026-01-27 06:30:23,2026-01-27 06:30:23,1
17096026,house,3,sale,Καλυμνιώτικα (Βούλα),37.838039,23.784048,117,3,3,0,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
17097690,house,1,sale,Ευρυάλη (Βούλα),37.85273,23.755962,42,6,1,1,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
17097789,house,4,sale,Βάρη - Βάρκιζα (Αθήνα - Νότια Προάστια),37.839142,23.813959,270,3,6,2,vip,4117,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17097804,house,1,sale,Γκολφ (Γλυφάδα),37.87257,23.737345,65,3,1,1,vip,4117,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17097805,house,4,sale,Λαγονήσι (Καλύβια Θορικού),37.782204,23.889847,200,3,4,1,vip,4117,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17099439,house,1,sale,Neo Chalandri (Chalandri),38.018349,23.812571,125,8,3,2,vip,3155,2026-01-27 06:30:25,2026-01-27 06:30:25,1
17102233,house,1,sale,Εξάρχεια (Αθήνα - Κέντρο),37.985821,23.732958,95,7,2,1,vip,10234,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17102624,house,1,sale,Κέντρο (Άγιος Στέφανος),38.143372,23.860168,145,7,3,2,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17103197,house,4,sale,Πόρτο Ράφτη (Μαρκόπουλο),37.881931,24.000328,300,3,4,3,vip,2264,2026-01-28 01:26:23,2026-01-28 01:26:23,1
17106100,house,3,sale,Ano Papagou (Papagou),37.989246,23.799702,127,6,3,2,vip,3155,2026-01-27 06:30:23,2026-01-27 06:30:23,1
17106102,house,3,sale,Κοκκινιά (Μαρούσι),38.049854,23.813845,120,10,3,2,vip,13787,2026-01-28 01:26:19,2026-01-28 01:26:19,1
17108504,house,1,sale,Άνω Βριλήσσια (Βριλήσσια),38.045372,23.845243,150,7,3,1,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17108523,house,1,sale,Παράδεισος (Αγία Παρασκευή),38.018745,23.832033,135,9,3,1,vip,5275,2026-01-28 01:26:21,2026-01-28 01:26:21,1
17110400,house,7,sale,Glyfada - center (Glyfada),37.876301,23.754919,732,0,13,13,vip,23572,2026-01-27 06:30:18,2026-01-27 06:30:18,1
17112518,house,3,sale,Γκολφ (Γλυφάδα),37.885151,23.748987,245,3,4,4,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17112697,house,3,sale,Γκολφ (Γλυφάδα),37.885151,23.748987,208,8,4,4,vip,4117,2026-01-28 01:26:18,2026-01-28 01:26:18,1
17113520,house,1,sale,Αγία Σοφία - Μανιάτικα (Ταμπούρια – Αγία Σοφία),37.958714,23.640196,86,3,2,1,vip,695,2026-01-28 01:26:23,2026-01-28 01:26:23,1
17119390,house,1,sale,Poligono (Athens - Center),37.995285,23.752548,105,8,3,1,vip,17224,2026-01-27 06:30:18,2026-01-27 06:30:18,1
17126131,house,3,sale,Nea Kifisia (Kifisia),38.092453,23.802427,310,3,5,4,vip,5654,2026-01-27 06:30:22,2026-01-27 06:30:22,1
17136189,house,1,sale,Βάρη (Βάρη - Βάρκιζα),37.832218,23.801704,120,8,3,1,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
17136191,house,3,sale,Βάρη (Βάρη - Βάρκιζα),37.832253,23.801275,101,3,2,1,vip,4117,2026-01-28 01:26:19,2026-01-28 01:26:19,1
17136632,house,3,sale,Μηλαδέζα (Βάρη - Βάρκιζα),37.836456,23.816463,228,3,3,3,vip,270,2026-01-28 01:26:25,2026-01-28 01:26:25,1
